DYSTRYBUTOR,DATA,MODEL,ODPOWIEDNIK,CENA KATALOGOWA NETTO,CENA SKLEPU INTERNETOWEGO NETTO,RABAT,CENA KATALOGOWA PO RABACIE,WYSOKOŚĆ,SZEROKOŚĆ,GŁĘBOKOŚĆ,CECHY CHARAKTERYSTYCZNE,ŹRÓDŁO,CZAS REALIZACJI [dni],GWARANCJA [miesiące],msg
Bakpol,06/06/2022,SS300/24 szafa skrytkowa,SUS 324,,1656,,,1950,610,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa ośmiodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 424mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/510-ss300-24-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS300/26 szafa skrytkowa,SUS 325,,1872,,,1950,610,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa dwunastodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 274mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/512-ss300-26-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS300/32 szafa skrytkowa,SUS 332,,2040,,,1950,900,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa sześciodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 873mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/513-ss300-32-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS300/33 szafa skrytkowa,SUS 333,,2172,,,1950,900,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa dziewięciodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 574mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/514-ss300-33-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS300/34 szafa skrytkowa,SUS 334,,2304,,,1950,900,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa dwunastodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 424mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/515-ss300-34-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS300/35 szafa skrytkowa,SUS 335,,2436,,,1950,900,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa piętnastodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 334mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/516-ss300-35-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS300/36 szafa skrytkowa,SUS 336,,2580,,,1950,900,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa osiemnastodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 274mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/517-ss300-36-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS300/42 szafa skrytkowa,SUS 342,,2628,,,1950,1190,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa ośmiodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 873mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/518-ss300-42-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS300/43 szafa skrytkowa,SUS 343,,2784,,,1950,1190,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa dwunastodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 574mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/519-ss300-43-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS300/44 szafa skrytkowa,SUS 344,,2952,,,1950,1190,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa szesnastodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 424mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szerokosc-skrytki-300-mm/520-ss300-44-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS300/45 szafa skrytkowa,SUS 345,,3108,,,1950,1190,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa dwudziestodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 334mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/521-ss300-45-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS300/46 szafa skrytkowa,SUS 346,,3276,,,1950,1190,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa dwudziestoczterodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 274mm, szerokość 264mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/522-ss300-46-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/15 szafa skrytkowa,SUS 415,,1200,,,1950,420,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa pięciodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 334mm, szerokość 364mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/536-ss400-15-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS350/35 szafa skrytkowa,SUS 435,,2592,,,1950,1050,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa piętnastodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 334mm, szerokość 314mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/537-ss350-35-szafa-skrytkowa.html,,2 lata,
